|part_of_speech|word_de|word_forms_de|sentence_de|word_meanings_en|word_en|sentence_en
4530|die|die Versuchsperson|die Versuchspersonen|Die Versuchsperson wurde untersucht.|test subject|test subject|The test subject was examined.
4531|die|die Wanderung|die Wanderungen|Die Wanderung führt durch den Wald.|hike|hike|The hike leads through the forest.
4532|der|der Zeigefinger|die Zeigefinger|Er hob den Zeigefinger zur Warnung.|index finger|index finger|He raised his index finger as a warning.
4533|adv|zwischendurch||Er trinkt zwischendurch einen Kaffee.|occasionally, in between|occasionally|He drinks a coffee occasionally.
4534|der|der Autofahrer|die Autofahrer|Der Autofahrer hielt an der roten Ampel.|driver, motorist|driver|The driver stopped at the red light.
4535|verb|benehmen|benehmen, benimmt, benahm, hat benommen|Er benimmt sich immer sehr höflich.|to behave|to behave|He always behaves very politely.
4536|der|der Einzelfall|die Einzelfälle|Das ist kein gewöhnlicher Einzelfall.|individual case|individual case|This is not an ordinary individual case.
4537|adj|gängig||Das ist eine gängige Praxis in Büros.|common|common|That is a common practice in offices.
4538|der|der Jäger|die Jäger|Der Jäger pirschte sich lautlos an.|hunter|hunter|The hunter silently stalked his prey.
4539|adj|kommunikativ||Er ist ein sehr kommunikativer Mensch.|communicative|communicative|He is a very communicative person.
4540|der|der Kongress|die Kongresse|Der Kongress fand in Berlin statt.|congress, convention|congress|The congress took place in Berlin.
4541|adj|letztere|letzterer, letztere, letzteres|Er wählte die letztere Option.|latter|latter|He chose the latter option.
4542|adv|nebeneinander||Die Häuser stehen nebeneinander.|side by side, next to each other|side by side|The houses stand side by side.
4543|die|die Passage|die Passagen|Die Passage war eng und dunkel.|passage|passage|The passage was narrow and dark.
4544|verb|strömen|strömen, strömt, strömte, ist geströmt|Menschen strömten auf die Straßen.|to flow|to flow|People flowed onto the streets.
4545|adj|zeitgenössisch||Er nutzt ein zeitgenössisches Konzept.|contemporary|contemporary|He uses a contemporary concept.
4546|verb|zerbrechen|zerbrechen, zerbricht, zerbrach, hat zerbrochen|Das Glas ist in Stücke zerbrochen.|to break, shatter|to break|The glass broke into pieces.
4547|der|der Aufsatz|die Aufsätze|Der Aufsatz wurde gut bewertet.|essay|essay|The essay was well rated.
4548|das|Brandenburg||Brandenburg liegt im Osten Deutschlands.|Brandenburg|Brandenburg|Brandenburg is located in eastern Germany.
4549|das|das Diagramm|die Diagramme|Das Diagramm zeigt den Umsatzverlauf.|diagram|diagram|The diagram shows the revenue trend.
4550|die|die Erleichterung|die Erleichterungen|Die Erleichterung war deutlich.|relief|relief|The relief was evident.
4551|der|der Historiker|die Historiker|Der Historiker schreibt ein Buch.|historian|historian|The historian is writing a book.
4552|adj|innovativ||Innovative Ideen führten zum Erfolg.|innovative|innovative|Innovative ideas led to success.
4553|adj|kollektiv||Es war eine kollektive Entscheidung.|collective|collective|It was a collective decision.
4554|adj|nüchtern||Er bleibt bei der Arbeit nüchtern.|sober, with empty stomach|sober|He stays sober at work.
4555|adj|ungeheuer||Die Größe des Gebäudes war ungeheuer.|tremendous|tremendous|The size of the building was tremendous.
4556|das|das Vorurteil|die Vorurteile|Vorurteile führen zu Missverständnissen.|prejudice|prejudice|Prejudices lead to misunderstandings.
4557|die|die Warnung|die Warnungen|Die Warnung kam leider zu spät.|warning|warning|The warning came too late, unfortunately.
4558|das|das Zeugnis|die Zeugnisse|Das Zeugnis wurde ausgestellt.|report, certificate, testimony|certificate|The certificate was issued.
4559|verb|anmachen|anmachen, macht an, machte an, hat angemacht|Er macht das Licht an, es wird dunkel.|to turn on|to turn on|He turns on the light as it gets dark.
4560|die|die App|die Apps|Die App ist einfach zu bedienen.|app|app|The app is easy to use.
4561|adj|derzeitig||Die derzeitige Lage ist kritisch.|current|current|The current situation is critical.
4562|der|der Einblick|die Einblicke|Er hat tiefen Einblick in das Thema.|insight|insight|He has deep insight into the topic.
4563|verb|eingeben|eingeben, gibt ein, gab ein, hat eingegeben|Er gibt die Daten ins System ein.|to enter, input, put in|to input|He inputs the data into the system.
4564|die|die Evolution|die Evolutionen|Die Evolution erklärt viele Phänomene.|evolution|evolution|Evolution explains many phenomena.
4565|adj|gigantisch||Das Gebäude hatte gigantische Ausmaße.|gigantic|gigantic|The building had gigantic proportions.
4566|die|die Nervenzelle|die Nervenzellen|Die Nervenzelle leitet Signale weiter.|nerve cell, neuron|nerve cell|The nerve cell transmits signals.
4567|adj|überflüssig||Diese Information war überflüssig.|superfluous, unnecessary|unnecessary|This information was unnecessary.
4568|verb|einteilen|einteilen, teilt ein, teilte ein, hat eingeteilt|Er teilt die Arbeit geschickt ein.|to organize, arrange, divide into|to organize|He skillfully organizes the work.
4569|die|die Feststellung|die Feststellungen|Die Feststellung erkannte Hauptprobleme.|determination, assessment|assessment|The assessment identified key issues.
4570|verb|losfahren|losfahren, fährt los, fuhr los, ist losgefahren|Morgen früh fährt er endlich los.|to leave, depart|to depart|He finally departs early tomorrow.
4571|die|die Pistole|die Pistolen|Die Pistole lag ungeladen im Schrank.|pistol|pistol|The pistol lay unloaded in the cabinet.
4572|verb|schalten|schalten, schaltet, schaltete, hat geschaltet|Er hat das Licht sofort ausgeschaltet.|to switch, shift|to switch|He immediately switched off the light.
4573|adj|sowjetisch||Sowjetische Technik war robust.|Soviet|Soviet|Soviet technology was robust.
4574|verb|überführen|überführen, überführt, überführte, hat überführt|Die Polizei hat ihn überführt.|to transfer|to transfer|The police transferred him.
4575|adj|verbindlich||Ich brauche eine verbindliche Antwort.|binding, authoritative|binding|I need a binding answer.
4576|prep|anstelle||Anstelle von Wasser gab es Saft.|instead of|instead of|Instead of water, there was juice.
4577|verb|beleidigen|beleidigen, beleidigt, beleidigte, hat beleidigt|Er beleidigt niemanden ohne Grund.|to insult|to insult|He doesn’t insult anyone without reason.
4578|der|der Diener|die Diener|Der Diener öffnete die schwere Tür.|servant|servant|The servant opened the heavy door.
4579|adj|konventionell||Er bevorzugt konventionelle Methoden.|conventional|conventional|He prefers conventional methods.
4580|das|das Neutron|die Neutronen|Das Neutron ist elektrisch neutral.|neutron|neutron|The neutron is electrically neutral.
4581|adj|organisatorisch||Es gab organisatorische Schwierigkeiten.|organizational|organizational|There were organizational difficulties.
4582|adj|reif||Die reifen Äpfel fielen von den Bäumen.|ripe|ripe|The ripe apples fell from the trees.
4583|der|der Stab|die Stäbe|Der Stab brach in zwei Hälften.|staff|staff|The staff broke in two halves.
4584|verb|überholen|überholen, überholt, überholte, hat überholt|Das Auto überholte den Bus schnell.|to pass, overhaul|to pass|The car quickly passed the bus.
4585|verb|vorangehen|vorangehen, geht voran, ging voran, ist vorangegangen|Er ist dem Team sicher vorangegangen.|to precede, lead (the way)|to lead (the way)|He led the team with confidence.
4586|adv|anderswo||Er suchte anderswo nach Arbeit.|elsewhere|elsewhere|He looked for work elsewhere.
4587|adj|empfindlich||Das empfindliche Gerät brach schnell.|sensitive|sensitive|The sensitive device broke quickly.
4588|die|die Finanzen||Die Finanzen wurden genau geprüft.|finance, finances|finances|The finances were carefully examined.
4589|adj|hilflos||Das hilflose Kind weinte bitterlich.|helpless|helpless|The helpless child cried bitterly.
4590|der|der Mist||Wegen diesem Mist haben wir verloren.|crap, manure|crap|Because of this crap, we lost.
4591|verb|münden|münden, mündet, mündete, hat gemündet|Der Fluss mündet ins offene Meer.|to join, meet, flow into|to flow into|The river flows into the open sea.
4592|die|die Physiologie||Physiologie untersucht Körperfunktionen.|physiology|physiology|Physiology studies body functions.
4593|das|das Porträt|die Porträts|Das Porträt hängt im Wohnzimmer.|portrait|portrait|The portrait hangs in the living room.
4594|die|die Premiere|die Premieren|Die Premiere des Films war ausverkauft.|opening night, premiere|premiere|The film’s premiere was sold out.
4595|der|der Schadenersatz||Er erhält Schadenersatz für den Unfall.|compensation|compensation|He receives compensation for the accident.
4596|der|der Schrei|die Schreie|Der Schrei hallte durch die Nacht.|scream|scream|The scream echoed through the night.
4597|die|die Schwangerschaft|die Schwangerschaften|Ihre Schwangerschaft verläuft gut.|pregnancy|pregnancy|Her pregnancy is going well.
4598|der|der Staatsanwalt|die Staatsanwälte|Der Staatsanwalt führte die Anklage.|public prosecutor, district attorney|public prosecutor|The public prosecutor led the prosecution.
4599|der|der Transfer|die Transfers|Der Transfer verlief reibungslos.|transfer|transfer|The transfer went smoothly.
4600|verb|verkürzen|verkürzen, verkürzt, verkürzte, hat verkürzt|Der Lehrer verkürzt den Vortrag.|to shorten|to shorten|The teacher shortens the lecture.
4601|verb|vorbeugen|vorbeugen, beugt vor, beugte vor, hat vorgebeugt|Sport hilft, Krankheiten vorzubeugen.|to bend over, lean forward, prevent|prevent|Exercise helps to prevent diseases.
4602|adj|witzig||Sie erzählte eine witzige Geschichte.|funny|funny|She told a funny story.
4603|die|die Annäherung|die Annäherungen|Die Annäherung verlief friedlich.|approach, approximation, rapprochement|rapprochement|The rapprochement was peaceful.
4604|verb|blasen|blasen, bläst, blies, hat geblasen|Er blies die Kerzen aus dem Raum.|to blow|to blow|He blew the candles out from the room.
4605|das|das Exemplar|die Exemplare|Das Exemplar des Buches ist vergriffen.|copy, piece|copy|The copy of the book is out of print.
4606|der|der Fond|die Fonds|Der Fond hat sich gut entwickelt.|fund|fund|The fund has developed well.
4607|die|die Logik|die Logiken|Die Logik fehlt in seiner Erklärung.|logic|logic|Logic is missing from his explanation.
4608|der|der Müll||Der Müll wird morgen abgeholt.|waste, garbage, rubbish, trash|trash|The trash will be picked up tomorrow.
4609|adj|rational||Die Entscheidung war rational.|rational|rational|The decision was rational.
4610|das|das Vergnügen|die Vergnügen|Das Vergnügen war ganz auf meiner Seite.|pleasure|pleasure|The pleasure was all mine.
4611|adj|fließend||Das fließende Wasser beruhigte ihn.|fluent, fluid, flowing|flowing|The flowing water calmed him.
4612|verb|konsumieren|konsumieren, konsumiert, konsumierte, hat konsumiert|Er konsumiert täglich zu viel Zucker.|to consume|to consume|He consumes too much sugar daily.
4613|adj|naturwissenschaftlich||Naturwissenschaftliche Forschung lief.|scientific|scientific|Scientific research was underway.
4614|die|die Ökonomie|die Ökonomien|Die Ökonomie des Landes wächst.|economics|economics|The economics of the country are growing.
4615|das|das Festival|die Festivals|Das Festival zog tausende Besucher an.|festival|festival|The festival attracted thousands of visitors.
4616|verb|hinlegen|hinlegen, legt hin, legte hin, hat hingelegt|Er legte sich auf das Sofa hin.|to lie down|to lie down|He lay down on the couch.
4617|der|der Landwirt|die Landwirte|Der Landwirt pflügte sein Feld.|farmer|farmer|The farmer plowed his field.
4618|der, das|der Laptop|die Laptops|Der Laptop startet nach dem Update.|laptop|laptop|The laptop starts after the update.
4619|verb|läuten|läuten, läutet, läutete, hat geläutet|Die Glocken läuteten am Morgen.|to ring, toll|to ring|The bells rang in the morning.
4620|die|die Neugier||Die Neugier trieb ihn immer weiter.|curiosity|curiosity|Curiosity drove him further and further.
4621|die|die Notiz|die Notizen|Er machte sich schnell eine Notiz.|note|note|He quickly made a note.
4622|die|die Rakete|die Raketen|Die Rakete startete erfolgreich ins All.|rocket|rocket|The rocket successfully launched into space.
4623|das|der Rasen|die Rasen|Der Rasen wurde frisch gemäht.|lawn, grass|lawn|The lawn was freshly mowed.
4624|verb|verwirklichen|verwirklichen, verwirklicht, verwirklichte, hat verwirklicht|Sie verwirklichte ihre Träume.|to fulfill, realize, turn into reality|to realize|She realized her dreams.
4625|verb|befestigen|befestigen, befestigt, befestigte, hat befestigt|Er hat das Regal an der Wand befestigt.|to fix, attach, fasten|to attach|He attached the shelf to the wall.
4626|der|der Datensatz|die Datensätze|Der Datensatz wurde sorgfältig geprüft.|data set|data set|The data set was carefully reviewed.
4627|verb|dulden|dulden, duldet, duldete, hat geduldet|Die Schule duldet kein Mobbing.|to tolerate|to tolerate|The school does not tolerate bullying.
4628|verb|durchlaufen|durchlaufen, läuft durch, lief durch, ist durchgelaufen|Er ist durch den Tunnel durchgelaufen.|to go through|to go through|He went through the tunnel.
4629|verb|erschüttern|erschüttern, erschüttert, erschütterte, hat erschüttert|Die Nachricht erschütterte ihn.|to shake, shock|to shake|The news shook him.
4630|adv|gleichermaßen||Das Team arbeitet gleichermaßen.|equally|equally|The team works equally.
4631|adv|gleichwohl||Es ist schwer, gleichwohl möglich.|nevertheless|nevertheless|It is difficult, but nevertheless possible.
4632|die|die Kabine|die Kabinen|Die Kabine bietet Platz für zwei.|cabin, booth|cabin|The cabin accommodates two people.
4633|adj|pädagogisch||Sein pädagogischer Ansatz war effektiv.|pedagogical|pedagogical|His pedagogical approach was effective.
4634|die|die Schokolade|die Schokoladen|Die Schokolade schmolz in der Sonne.|chocolate|chocolate|The chocolate melted in the sun.
4635|der|der Sekretär|die Sekretäre|Der Sekretär öffnete den Brief.|secretary|secretary|The secretary opened the letter.
4636|verb|signalisieren|signalisieren, signalisiert, signalisierte, hat signalisiert|Er signalisierte seine Zustimmung.|to signal|to signal|He signaled his approval.
4637|verb|übernachten|übernachten, übernachtet, übernachtete, hat übernachtet|Er übernachtet im Hotel am See.|to stay overnight, spend the night, sleep over|to stay overnight|He stays overnight at the hotel by the lake.
