|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
2658.001|ausbreiten|verb|to spread out
2659.0|die Versorgung|noun|supply
2659.001|die Versorgung|noun|care
2660.0|der Kommentar|noun|comment
2660.001|der Kommentar|noun|opinion
2661.0|kontinuierlich|adjective|constant
2661.001|kontinuierlich|adjective|continuous
2662.0|das Radio|noun|radio
2663.0|Münchner|adjective|Munich
2664.0|der Musiker|noun|musician
2665.0|wecken|verb|to wake sb up
2666.0|ansteigen|verb|to rise
2666.001|ansteigen|verb|to go up
2667.0|die Rückkehr|noun|return
2668.0|auszeichnen|verb|to award a prize
2668.001|auszeichnen|verb|to honor
2668.002|auszeichnen|verb|to distinguish
2669.0|die Bar|noun|bar
2670.0|die Betrachtung|noun|contemplation
2670.001|die Betrachtung|noun|examination
2671.0|die Kommission|noun|commission
2671.001|die Kommission|noun|committee
2672.0|der Star|noun|star
2672.001|der Star|noun|starling
2673.0|wütend|adjective|furious
2674.0|christlich|adjective|Christian
2675.0|Hamburger|adjective|Hamburg
2676.0|der Hamburger|noun|hamburger
2677.0|die Leiche|noun|corpse
2678.0|nochmals|adverb|again
2679.0|wehren (sich)|verb|to defend oneself
2680.0|der Abbau|noun|reduction
2680.001|der Abbau|noun|decline
2680.002|der Abbau|noun|mining
2681.0|die Staatsanwaltschaft|noun|prosecution
2682.0|die Freizeit|noun|spare time
2683.0|das Geschenk|noun|gift
2683.001|das Geschenk|noun|present
2684.0|hübsch|adjective|pretty
2685.0|der Moslem|noun|Muslim
2686.0|spontan|adjective|spontaneous
2687.0|dorthin|adverb|there
2688.0|das Frühstück|noun|breakfast
2689.0|klettern|verb|to climb
2690.0|der Mittelpunkt|noun|midpoint
2690.001|der Mittelpunkt|noun|center of attention
2691.0|bereiten|verb|to make
2691.001|bereiten|verb|to cause
2691.002|bereiten|verb|to give
2692.0|die Entstehung|noun|origin
2693.0|konservativ|adjective|conservative
2694.0|der Magen|noun|stomach
2695.0|psychisch|adjective|psychological
2696.0|das Salz|noun|salt
2697.0|siebzig|number|seventy
2698.0|versichern|verb|to insure
2698.001|versichern|verb|to assert
2699.0|der Brite|noun|Brit
2700.0|erkennbar|adjective|recognizable
2700.001|erkennbar|adjective|apparent
2700.002|erkennbar|adjective|visible
2701.0|namens|adverb|by the name of
2701.001|namens|adverb|called
2702.0|die Achse|noun|axle
2702.001|die Achse|noun|axis
2703.0|klingeln|verb|to ring
2704.0|speichern|verb|to store
2704.001|speichern|verb|to save
2705.0|der Tee|noun|tea
2706.0|der Zeuge|noun|witness
2707.0|der Aufwand|noun|expense
2707.001|der Aufwand|noun|effort
2708.0|die Kooperation|noun|cooperation
2709.0|der Kritiker|noun|critic
2710.0|das Tal|noun|valley
2711.0|derartig|adjective|such
2711.001|derartig|adjective|like that
2712.0|die Erste|noun|first
2713.0|vielfach|adjective|multiple
2714.0|empfangen|verb|to receive
2715.0|die Ernährung|noun|food
2715.001|die Ernährung|noun|diet
2716.0|die Küste|noun|coast
2717.0|mitkommen|verb|to come (with sb)
2718.0|die Republik|noun|republic
2719.0|zucken|verb|to twitch
2719.001|zucken|verb|to shrug
2720.0|anschließen|verb|to join
2720.001|anschließen|verb|to chain to
2720.002|anschließen|verb|to connect
2721.0|austauschen|verb|to exchange
2721.001|austauschen|verb|to replace
2722.0|beschleunigen|verb|to accelerate
2723.0|die Norm|noun|norm
2724.0|anstellen|verb|to hire
2724.001|anstellen|verb|to employ
2724.002|anstellen|verb|to line up
2724.003|anstellen|verb|to get into mischief
2725.0|decken|verb|to cover
2725.001|decken|verb|to set
2726.0|grob|adjective|coarse
2726.001|grob|adjective|rude
2726.002|grob|adjective|gross
2727.0|der Protest|noun|protest
2728.0|die Tour|noun|tour
2728.001|die Tour|noun|trip
2729.0|der Überblick|noun|view
2729.001|der Überblick|noun|overview
2730.0|der Geschäftsführer|noun|manager
2731.0|der Griff|noun|handle
2731.001|der Griff|noun|grip
2731.002|der Griff|noun|grasp
2732.0|küssen|verb|to kiss
2733.0|der Liter|noun|liter
2734.0|das Subjekt|noun|subject
2735.0|der Außenminister|noun|foreign minister
2736.0|die Faser|noun|fiber
2737.0|der Schatz|noun|treasure
2737.001|der Schatz|noun|sweetheart
2738.0|sekundär|adjective|secondary
2739.0|die Zentralbank|noun|central bank
2740.0|die Alte|noun|old person/thing
2741.0|die Angestellte|noun|employee
2742.0|dankbar|adjective|grateful
2743.0|faszinieren|verb|to fascinate
2744.0|der Flur|noun|hall
2744.001|der Flur|noun|corridor
2745.0|das Hemd|noun|shirt
2746.0|inhaltlich|adjective|in terms of content
2747.0|die Begründung|noun|explanation
2747.001|die Begründung|noun|justification
2748.0|dreimal|adverb|three times
2749.0|momentan|adverb|at the moment
2749.001|momentan|adverb|momentarily
2750.0|zögern|verb|to hesitate
2751.0|derart|adverb|so
2752.0|kreativ|adjective|creative
2753.0|einziehen|verb|to move in
2754.0|das Ausmaß|noun|extent
2754.001|das Ausmaß|noun|size
2755.0|der Feind|noun|enemy
2756.0|verbrennen|verb|to burn
2757.0|der Vorstand|noun|board
2757.001|der Vorstand|noun|chairperson
2758.0|der Atem|noun|breath
2759.0|die Distanz|noun|distance
2760.0|der Händler|noun|trader
2760.001|der Händler|noun|dealer
2760.002|der Händler|noun|retailer
2761.0|hassen|verb|to hate
2762.0|das Muster|noun|pattern
2762.001|das Muster|noun|model
2763.0|ausführlich|adjective|detailed
2764.0|bedenken|verb|to consider
2765.0|der Terror|noun|terror
2766.0|die Verfassung|noun|constitution
2767.0|blind|adjective|blind
2768.0|einschlafen|verb|to fall asleep
2769.0|die Flüchtlingskrise|noun|refugee crisis
2770.0|der Ärger|noun|annoyance
2770.001|der Ärger|noun|trouble
2771.0|allmählich|adjective|gradual
2772.0|der Führer|noun|leader
2772.001|der Führer|noun|guide
2773.0|das Vitamin|noun|vitamin
2774.0|der Abschied|noun|departure
2774.001|der Abschied|noun|parting
2775.0|der Hafen|noun|harbor
2776.0|die Niere|noun|kidney
2777.0|abbilden|verb|to copy
2777.001|abbilden|verb|to portray
2778.0|der Rezeptor|noun|receptor
2779.0|etablieren|verb|to establish
2780.0|das Messer|noun|knife
2781.0|teils|adverb|partly
2782.0|Brasilien|noun|Brazil
2783.0|ergreifen|verb|to take
2783.001|ergreifen|verb|to seize
2783.002|ergreifen|verb|to grip
2783.003|ergreifen|verb|to capture
2784.0|das Grundgesetz|noun|basic law
2785.0|die Herkunft|noun|origin
2786.0|hinausgehen|verb|to go out
2786.001|hinausgehen|verb|to exceed
2787.0|die Katastrophe|noun|catastrophe
2788.0|lehnen|verb|to lean
2789.0|beraten|verb|to advise
2789.001|beraten|verb|to discuss
2790.0|bürgerlich|adjective|civil
2790.001|bürgerlich|adjective|civic
2791.0|das Erlebnis|noun|experience
2792.0|nachher|adverb|afterwards
2793.0|übergehen|verb|to pass into
2794.0|die Wut|noun|rage
2794.001|die Wut|noun|fury
2795.0|aufrufen|verb|to call out/up/upon
2796.0|quer|adverb|diagonally
2796.001|quer|adverb|sideways
2796.002|quer|adverb|across
2797.0|der Kapitän|noun|captain
2798.0|zusammenhängen|verb|to be connected
2799.0|der Ausländer|noun|foreigner
2800.0|die Beschäftigte|noun|employee
2801.0|die Bundesliga|noun|(sport) national division
2802.0|nähern (sich)|verb|to approach
2803.0|übel|adjective|foul
2803.001|übel|adjective|bad
2804.0|das Ufer|noun|shore
2804.001|das Ufer|noun|bank
2805.0|die Dichte|noun|density
2806.0|ehe|conjunction|before
2807.0|die Strahlung|noun|radiation
2808.0|das Virus|noun|virus
2809.0|der Kontinent|noun|continent
2810.0|das Milligramm|noun|milligram
2811.0|schwedisch|adjective|Swedish
2812.0|das Schwedisch|noun|Swedish
2813.0|sexuell|adjective|sexual
2814.0|hierher|adverb|here
2815.0|ironisch|adjective|ironic
2816.0|der Sprung|noun|jump
2817.0|vorerst|adverb|for the present
2818.0|experimentell|adjective|experimental
2819.0|kühl|adjective|cool
2820.0|der Maler|noun|painter
2821.0|die Opposition|noun|opposition
2822.0|der Saal|noun|hall
2823.0|syrisch|adjective|Syrian
2824.0|der Grundsatz|noun|principle
2825.0|loben|verb|to praise
2826.0|die Zustimmung|noun|approval
2826.001|die Zustimmung|noun|consent
2827.0|die Absicht|noun|intention
2828.0|die Adresse|noun|address
2829.0|der Akzent|noun|accent
2830.0|verlängern|verb|to lengthen
2830.001|verlängern|verb|to extend
2831.0|die Nahrung|noun|nourishment
2831.001|die Nahrung|noun|food
2832.0|niederländisch|adjective|Dutch
2833.0|das Niederländisch|noun|Dutch
2834.0|der Planet|noun|planet
2835.0|der Stress|noun|stress
2836.0|vermeintlich|adjective|supposed
2837.0|zusammenarbeiten|verb|to cooperate
2838.0|der Parameter|noun|parameter
2839.0|steil|adjective|steep
2840.0|der Europäer|noun|European
2841.0|heimisch|adjective|indigenous
2841.001|heimisch|adjective|native
2841.002|heimisch|adjective|at home
2842.0|interkulturell|adjective|intercultural
2843.0|die Stille|noun|peace
2843.001|die Stille|noun|silence
2844.0|der Bildschirm|noun|screen
2844.001|der Bildschirm|noun|monitor
2845.0|erwischen|verb|to catch
2846.0|das Proton|noun|proton
2847.0|der Schweizer|noun|Swiss person
2848.0|unheimlich|adjective|eerie
2848.001|unheimlich|adjective|scary
2848.002|unheimlich|adjective|incredible
2848.003|unheimlich|adjective|creepy
2849.0|magnetisch|adjective|magnetic
2850.0|versehen|verb|to perform
2850.001|versehen|verb|to provide
2851.0|die Beteiligung|noun|participation
2852.0|das Frühjahr|noun|spring
2853.0|der Hut|noun|hat
2854.0|die Hut|noun|guard
2854.001|die Hut|noun|alert
2855.0|das Medium|noun|medium
2856.0|die Verpflichtung|noun|commitment
2856.001|die Verpflichtung|noun|obligation
2857.0|die Abteilung|noun|department
2858.0|alternativ|adjective|alternatively
2859.0|der Mittag|noun|noon
2859.001|der Mittag|noun|midday
2860.0|befassen (sich)|verb|to deal
2861.0|das Finale|noun|final
2861.001|das Finale|noun|finals
2861.002|das Finale|noun|finale
2862.0|gewähren|verb|to grant
2862.001|gewähren|verb|to give
2863.0|aussagen|verb|to testify
2864.0|die Tendenz|noun|tendency
2864.001|die Tendenz|noun|trend
2864.002|die Tendenz|noun|inclination
2865.0|der Terrorist|noun|terrorist
2866.0|jemals|adverb|ever
2867.0|der Opa|noun|grandpa
2868.0|arbeitslos|adjective|unemployed
2869.0|die Auswertung|noun|evaluation
2869.001|die Auswertung|noun|analysis
2870.0|das Gras|noun|grass
2871.0|logisch|adjective|logical
2872.0|der Nachfolger|noun|successor
2873.0|verzweifeln|verb|to despair
2874.0|bewältigen|verb|to cope with
2874.001|bewältigen|verb|to overcome
2875.0|die Emotion|noun|emotion
2876.0|die Armut|noun|poverty
2877.0|Australien|noun|Australia
2878.0|klagen|verb|to complain
2879.0|schade|adverb|it’s a pity
2880.0|die Scheibe|noun|disk
2880.001|die Scheibe|noun|slice
2880.002|die Scheibe|noun|(glass) pane
2881.0|verbleiben|verb|to remain
2881.001|verbleiben|verb|to stay
2881.002|verbleiben|verb|to agree
2882.0|der Widerspruch|noun|contradiction
2882.001|der Widerspruch|noun|dissent
2883.0|dastehen|verb|to stand there
2883.001|dastehen|verb|to be in a position
2884.0|nervös|adjective|nervous
2885.0|regieren|verb|to rule
2885.001|regieren|verb|to govern
2886.0|der Regisseur|noun|director
2887.0|süß|adjective|sweet
2888.0|die Villa|noun|villa
2889.0|weh|adverb|sore
2889.001|weh|adverb|hurt
2890.0|entlassen|verb|to dismiss
2890.001|entlassen|verb|to fire
2891.0|die Presse|noun|press
2892.0|womit|pronoun|with what
2893.0|abstimmen|verb|to vote
2893.001|abstimmen|verb|to coordinate
2894.0|fair|adjective|fair
2895.0|hervorragend|adjective|outstanding
2896.0|umfangreich|adjective|extensive
2897.0|die EZB (Europäische Zentralbank)|noun|European Central Bank
2898.0|die Infrastruktur|noun|infrastructure
2899.0|der Konkurrent|noun|competitor
2900.0|die Party|noun|party
2901.0|die Wellenlänge|noun|wavelength
2902.0|der Anhänger|noun|pendant
2902.001|der Anhänger|noun|supporter
2902.002|der Anhänger|noun|trailer
2903.0|betrieblich|adjective|operational
2904.0|die Finanzierung|noun|financing
2905.0|die Inflation|noun|inflation
2906.0|murmeln|verb|to mumble
2906.001|murmeln|verb|to mutter
2907.0|die Plattform|noun|platform
2908.0|dominieren|verb|to dominate
2909.0|einräumen|verb|to put away
2909.001|einräumen|verb|to admit
2909.002|einräumen|verb|to concede
2910.0|herausstellen (sich)|verb|to emphasize
2910.001|herausstellen (sich)|verb|to turn out
2911.0|die Kleidung|noun|clothes
2912.0|vereinen|verb|to unite
2913.0|der Bundesrat|noun|Bundesrat
2914.0|abbrechen|verb|to break off
2914.001|abbrechen|verb|to stop
2915.0|die Aufklärung|noun|enlightenment
2915.001|die Aufklärung|noun|solution
2916.0|auskommen|verb|to get by
2916.001|auskommen|verb|to get on
2916.002|auskommen|verb|to manage
2917.0|denkbar|adjective|conceivable
2918.0|der Fernseher|noun|television
2919.0|der Italiener|noun|Italian
2920.0|mangeln|verb|to lack
2920.001|mangeln|verb|to be missing
2921.0|die Schönheit|noun|beauty
2922.0|verarbeiten|verb|to use
2922.001|verarbeiten|verb|to process
2922.002|verarbeiten|verb|to assimilate
2923.0|verkünden|verb|to announce
2924.0|Dänemark|noun|Denmark
2925.0|dazwischen|pronoun|in between
2925.001|dazwischen|pronoun|between (them)
2925.002|dazwischen|pronoun|among (them)
2926.0|einsteigen|verb|to board
2926.001|einsteigen|verb|to get in
2927.0|Tibet|noun|Tibet
2928.0|die Webseite|noun|website
2929.0|widersprechen|verb|to contradict
2930.0|der Besitzer|noun|owner
2931.0|japanisch|adjective|Japanese
2932.0|das Japanisch|noun|Japanese
2933.0|ärgern|verb|to annoy
2934.0|die Persönlichkeit|noun|personality
2934.001|die Persönlichkeit|noun|celebrity
2935.0|die Truppe|noun|troops
2935.001|die Truppe|noun|unit
2936.0|ausdrücklich|adjective|explicit
2937.0|die Einschätzung|noun|opinion
2937.001|die Einschätzung|noun|assessment
2937.002|die Einschätzung|noun|evaluation
2938.0|funktionell|adjective|functional
2939.0|das Gewebe|noun|fabric
2939.001|das Gewebe|noun|tissue
2940.0|das Resultat|noun|result
2941.0|die Verwandte|noun|relative
2942.0|die Anordnung|noun|order
2943.0|aufwachen|verb|to wake up
2944.0|die Kasse|noun|cash register
2944.001|die Kasse|noun|checkout
2945.0|die Schulden (pl)|noun|debt
2946.0|der Hinblick|noun|view
2947.0|die Last|noun|load
2947.001|die Last|noun|burden
2948.0|zuhause|adverb|at home
2949.0|das Zuhause|noun|home
2950.0|einheitlich|adjective|uniform
2950.001|einheitlich|adjective|standardized
2951.0|fünfzehn|number|fifteen
2952.0|überschreiten|verb|to exceed
2953.0|die Version|noun|version
2954.0|die Zunge|noun|tongue
2955.0|dänisch|adjective|Danish
2956.0|das Dänisch|noun|Danish
2957.0|die Einladung|noun|invitation
2958.0|die Vielzahl|noun|multitude
2959.0|der Arbeitgeber|noun|employer
2960.0|die Höhle|noun|cave
2961.0|die Lücke|noun|gap
2962.0|mehrmals|adverb|repeatedly
2963.0|subjektiv|adjective|subjective
2964.0|unangenehm|adjective|unpleasant
2965.0|das Wirtschaftsforum|noun|economic forum
2966.0|die Angelegenheit|noun|matter
2966.001|die Angelegenheit|noun|affair
2967.0|charakteristisch|adjective|characteristic
2968.0|die Einnahme|noun|income
2968.001|die Einnahme|noun|receipts
2968.002|die Einnahme|noun|revenue
2969.0|der Islam|noun|Islam
2970.0|basieren|verb|to be based on
2971.0|einkaufen|verb|to shop
2972.0|eintragen|verb|to enter
2972.001|eintragen|verb|to record
2972.002|eintragen|verb|to register
2973.0|der Vortrag|noun|lecture
2974.0|das Zelt|noun|tent
2975.0|zusammensetzen|verb|to put together
2976.0|bedanken (sich)|verb|to thank
2977.0|die Brille|noun|glasses
2978.0|die Sammlung|noun|collection
2979.0|verschließen|verb|to close
2979.001|verschließen|verb|to lock
2980.0|der Entwurf|noun|sketch
2980.001|der Entwurf|noun|design
2980.002|der Entwurf|noun|draft
2981.0|seither|adverb|since then
2982.0|ansagen|verb|to announce
2983.0|hemmen|verb|to inhibit
2983.001|hemmen|verb|to hinder
2984.0|die Intelligenz|noun|intelligence
2985.0|senkrecht|adjective|vertical
2986.0|dringen|verb|to press
2986.001|dringen|verb|to insist
2987.0|der Migrant|noun|migrant
2988.0|probieren|verb|to try
2989.0|das Turnier|noun|tournament
2990.0|verschaffen|verb|to provide
2991.0|die Volkswirtschaft|noun|national economy
2992.0|bearbeiten|verb|to edit
2992.001|bearbeiten|verb|to work on
2993.0|flexibel|adjective|flexible
2994.0|hierfür|pronoun|for this
2994.001|hierfür|pronoun|for it
2995.0|mobil|adjective|mobile
2996.0|der Übersetzer|noun|translator
2997.0|wodurch|pronoun|how
2997.001|wodurch|pronoun|which
2998.0|zusagen|verb|to promise
2998.001|zusagen|verb|to accept
2999.0|der Buchstabe|noun|letter
3000.0|verdanken|verb|to owe
3000.001|verdanken|verb|to have sb to thank for sth
3001.0|vierzig|number|forty
3002.0|der Vordergrund|noun|foreground
3003.0|der Reiz|noun|stimulus
3003.001|der Reiz|noun|appeal
3004.0|verständlich|adjective|comprehensible
3005.0|der Wahlkampf|noun|election campaign
3006.0|flüssig|adjective|liquid
3007.0|der Sturm|noun|storm
3008.0|der Akteur|noun|player
3008.001|der Akteur|noun|actor
3009.0|entnehmen|verb|to take from
3009.001|entnehmen|verb|to remove
3009.002|entnehmen|verb|to withdraw
3009.003|entnehmen|verb|to infer
3010.0|räumen|verb|to clear
3011.0|konsequent|adjective|consistent
3012.0|bekämpfen|verb|to fight
3012.001|bekämpfen|verb|to combat
3013.0|das Gehalt|noun|salary
3014.0|der Gehalt|noun|meaning
3014.001|der Gehalt|noun|contents
3015.0|indes|adverb|meanwhile
3016.0|das Motto|noun|motto
3017.0|die Philosophie|noun|philosophy
3018.0|der Sender|noun|broadcasting station
3019.0|das Talent|noun|talent
3020.0|extra|adverb|separately
3020.001|extra|adverb|extra
3021.0|der Fleck|noun|stain
3022.0|fressen|verb|to eat
3023.0|die Klage|noun|complaint
3023.001|die Klage|noun|lawsuit
3024.0|anfangs|adverb|initially
3024.001|anfangs|adverb|at first
3025.0|die Beratung|noun|advice
3025.001|die Beratung|noun|discussion
3025.002|die Beratung|noun|consultation
3026.0|die Gestaltung|noun|design
3026.001|die Gestaltung|noun|organization
3027.0|katholisch|adjective|Catholic
3028.0|merkwürdig|adjective|strange
3029.0|bedecken|verb|to cover
3030.0|die Kuh|noun|cow
3031.0|verknüpfen|verb|to tie
3032.0|das Vorgehen|noun|action
3032.001|das Vorgehen|noun|approach
3033.0|drüben|adverb|over there
3034.0|erschießen|verb|to shoot
3035.0|der Nutzer|noun|user
3036.0|die Stabilität|noun|stability
3037.0|verringern|verb|to reduce
3038.0|juristisch|adjective|legal
3038.001|juristisch|adjective|juridical
3039.0|peinlich|adjective|embarrassing
3040.0|die Anstrengung|noun|effort
3041.0|der Nationalsozialist|noun|National Socialist
3041.001|der Nationalsozialist|noun|Nazi
3042.0|rechtfertigen|verb|to justify
3043.0|das Zitat|noun|quotation
3043.001|das Zitat|noun|quote
3044.0|die Anpassung|noun|adaptation
3045.0|kaputt|adjective|broken
3045.001|kaputt|adjective|ruined
3046.0|die Menschheit|noun|humanity
3047.0|die Note|noun|note
3047.001|die Note|noun|grade
3048.0|seufzen|verb|to sigh
3049.0|die Achtung|noun|respect
3050.0|ausgleichen|verb|to even out
3050.001|ausgleichen|verb|to reconcile
3051.0|der Pilot|noun|pilot
3052.0|die Vereinbarung|noun|agreement
3053.0|aufbrechen|verb|to leave
