#frequency_rank|word_de|part_of_speech|word_en|sentence_de|sentence_en
4221|aufsuchen, sucht auf, suchte auf, hat aufgesucht|verb|to see, visit|Du siehst sehr krank aus, du solltest einen Arzt aufsuchen.|You look very ill; you should see a doctor.
4222|forschen, forscht, forschte, hat geforscht|verb|to research, do research|Mein Professor forscht an der Universität im Bereich Kommunikation.|My professor is researching communication at the university.
4223|der Gesetzentwurf, -̈e|der|bill, draft law|Bald gibt es einen Gesetzentwurf, der verbietet, dass man Fotos von fremden Menschen verschickt.|Soon there will be a bill prohibiting the sending of photos of strangers.
4224|intellektuell|adj|intellectual|Um intellektuell zu wirken, trage ich jetzt eine Brille.|To make me look intellectual, I wear glasses now.
4225|legendär|adj|legendary|Diese Party ist legendär und die Leute sprechen sicher noch in zehn Jahren darüber.|This party is legendary, and I’m sure people will talk about it in ten years.
4226|die Lektüre, -n|die|reading|Bevor ich schlafen gehe, lese ich nur leichte Lektüre.|Before I go to sleep, I only read light reading.
4227|motorisch|adj|motor|Nach meinem Unfall muss ich die motorischen Fähigkeiten meiner Hand trainieren.|After my accident, I have to train the motor skills of my hand.
4228|nunmehr|adv|now|Es ist nunmehr Zeit, nach Hause zu gehen.|It’s time to go home now.
4229|die Richtlinie, -n|die|guideline|Es gibt eine neue Richtlinie darüber, wie wir uns bei der Arbeit zu verhalten haben.|There is a new guideline on how we should behave at work.
4230|der Trick, -s|der|trick|Martha kennt viele Tricks, wie wir beim Einkaufen sparen können.|Martha knows many tricks for how we can save money when shopping.
4231|der Tropfen, -|der|drop|Jeden Abend nimmt meine Oma drei Tropfen ihrer Medizin.|Every night my grandma takes three drops of her medicine.
4232|abschaffen, schafft ab, schaffte ab, hat abgeschafft|verb|to abolish|Die Studierenden fordern, dass die Gebühren für das Studium abgeschafft werden.|The students demand that the fees for studying be abolished.
4233|anheben, hebt an, hob an, hat angehoben|verb|to raise|Mein Chef will unsere Löhne anheben, wenn wir weniger Pausen machen.|My boss wants to raise our wages if we take fewer breaks.
4234|bewundern, bewundert, bewunderte, hat bewundert|verb|to admire|Ich bewundere meinen Vater dafür, dass er arbeiten geht und gleichzeitig drei Kinder versorgt.|I admire my father for going to work and taking care of three children at the same time.
4235|die Burg, -en|die|castle|Diese Burg stammt aus dem frühen Mittelalter und ist heute ein Museum.|This castle dates from the early Middle Ages and is now a museum.
4236|der Engel, -|der|angel|Wenn mein Baby schläft, sieht es aus wie ein Engel.|When my baby sleeps, he/she looks like an angel.
4237|das Fazit, -s|das|summary, conclusion|Ich fasse meine Gedanken am Ende in einem Fazit zusammen.|At the end I summarize my thoughts in a summary.
4238|hervorrufen, ruft hervor, rief hervor, hat hervorgerufen|verb|to evoke, arouse, cause|Peter ruft in mir positive Gefühle hervor.|Peter evokes positive feelings in me.
4239|Irland|das|Ireland|Irland wird auch die “grüne Insel” genannt.|Ireland is also called the “green island”.
4240|die Mechanik, -en|die|mechanics|Unter Mechanik versteht man in der Physik die Bewegung von Körpern.|In physics, mechanics is the movement of bodies.
4241|der Psychologe, -n|der|psychologist|Seit dem Tod meiner Eltern bekomme ich Hilfe von einem Psychologen.|Since my parents died, I’ve had help from a psychologist.
4242|abspielen, spielt ab, spielte ab, hat abgespielt|verb|to play|Wenn alle Gäste da sind, kannst du die Musik abspielen.|When all the guests are there, you can play the music.
4243|die Erhebung, -en|die|survey, elicitation, levying|Die Regierung entscheidet über die Erhebung von Steuern.|The government decides on the levying of taxes.
4244|herausragen, ragt heraus, ragte heraus, hat herausgeragt|verb|to stand out|Eriks Leistung ragt im Vergleich zu den anderen Kindern sehr heraus.|Erik’s performance is outstanding compared to the other children.
4245|inszenieren, inszeniert, inszenierte, hat inszeniert|verb|to stage|Der Politiker inszeniert geschickt einen Skandal und bekommt so Aufmerksamkeit von der Presse.|The politician skillfully stages a scandal and thus gets attention from the press.
4246|klatschen, klatscht, klatschte, hat geklatscht|verb|to clap|Das Publikum klatscht fünf Minuten lang, weil das Stück so gut war.|The audience claps for five minutes because the play was so good.
4247|das Magazin, -e|das|magazine, storehouse|Ich kaufe mir ein Magazin, damit ich auf der Fahrt mit dem Zug etwas lesen kann.|I’m buying a magazine so that I have something to read while riding on the train.
4248|der Zuhörer, -|der|listener, audience (pl)|In dem Vortrag des berühmten Managers sitzen über 300 Zuhörer.|Over 300 listeners are sitting in the lecture of the famous CEO.
4249|beschweren, beschwert, beschwerte, hat beschwert|verb|to weight, complain|Meine Nachbarn beschweren sich regelmäßig darüber, dass wir zu laut sind.|My neighbors regularly complain that we’re too loud.
4250|entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen|verb|to meet, accommodate|Ich habe zu wenig Geld dabei, können Sie mir mit dem Preis entgegenkommen?|I don’t have enough money; can you meet me with the price?
4251|die Hast|die|haste|Wenn du mit so viel Hast isst, schmerzt dein Bauch gleich wieder.|If you eat with so much haste, your stomach will hurt again.
4252|hinauf|adv|up, upwards|Der Weg führt den Berg hinauf.|The path leads up the mountain.
4253|hindern, hindert, hinderte, hat gehindert|verb|to prevent|Ich merke, dass mich Anna daran hindert, meine Träume zu leben.|I realize that Anna is preventing me from living my dreams.
4254|loswerden, wird los, wurde los, ist losgeworden|verb|to get rid of|Du musst deine negativen Gedanken loswerden, sonst kannst du nicht glücklich sein.|You have to get rid of your negative thoughts, otherwise you can’t be happy.
4255|mild|adj|mild, gentle|Wir haben sehr mildes Wetter, obwohl es kalt sein müsste.|We have very mild weather, although it should be cold.
4256|die Minderheit, -en|die|minority|In Deutschland leben viele religiöse Minderheiten.|Many religious minorities live in Germany.
4257|die Prävention, -en|die|prevention|Die Prävention von Gewalt ist wichtiger als die Strafe.|The prevention of violence is more important than punishment.
4258|schrumpfen, schrumpft, schrumpfte, ist geschrumpft|verb|to shrink|Bist du geschrumpft oder warst du schon immer so klein?|Have you shrunk or were you always this small?
4259|vernehmen, vernimmt, vernahm, hat vernommen|verb|to hear, examine, question|Bei Gericht werden regelmäßig Zeugen vernommen.|Witnesses are regularly heard in court.
4260|erstrecken (sich), erstreckt, erstreckte, hat erstreckt|verb|to extend, include|Das Geschäft erstreckt sich über drei Etagen.|The shop extends over three floors.
4261|der Genosse, -n|der|comrade|Früher nannte man in Deutschland einen Menschen mit den gleichen politischen Zielen einen Genossen.|In Germany people used to call a person with the same political goals a comrade.
4262|öh|interj|uh|Öh, ich weiß nicht, was du meinst.|Uh, I don’t know what you mean.
4263|Thüringer|adj|Thuringian|Die Thüringer Würste schmecken mir besonders gut.|The Thuringian sausages taste particularly good to me.
4264|vortragen, trägt vor, trug vor, hat vorgetragen|verb|to present, perform|Heute trage ich meinen Kollegen die Präsentation zu meinem neuen Projekt vor.|Today I am presenting my new project to my colleagues.
4265|das Hirn, -e|das|brain|Bis heute weiß man nicht, was das menschliche Hirn alles leisten kann.|To this day, we do not know what the human brain can do.
4266|der Pfeil, -e|der|arrow|Die roten Pfeile im Supermarkt deuten auf die speziellen Preise hin.|The red arrows in the supermarket indicate the special prices.
4267|der Schuldner, -|der|debtor|Wenn ich als Schuldner nicht bezahle, kann ich vor Gericht kommen.|If I don’t pay as a debtor, I may be taken to court.
4268|die Überprüfung, -en|die|review, screening, check, inspection|Bevor wir sie vorstellen, ist eine Überprüfung unserer Ergebnisse notwendig.|Before we present them, a review of our results is necessary.
4269|die Verzweiflung, -en|die|desperation|Menschen machen aus Verzweiflung schlimme Dinge, ohne über die Konsequenzen nachzudenken.|People do bad things out of desperation without thinking about the consequences.
4270|vorig|adj|previous|Voriges Jahr waren wir noch zu zweit und jetzt sind wir schon Eltern.|In the previous year there were two of us and now we are parents.
4271|die Anweisung, -en|die|order, instruction|Die Polizei gibt mir die Anweisung, hier zu warten.|The police are me instructions to wait here.
4272|das Bargeld|das|cash|Beim Einkaufen zahle ich kaum noch mit Bargeld.|When shopping I don’t pay with cash much anymore.
4273|belgisch|adj|Belgian|Belgische Schokolade schmeckt mir am besten.|Belgian chocolate tastes the best to me.
4274|erkundigen (sich), erkundigt, erkundigte, hat erkundigt|verb|to inquire|Ich erkundige mich nach den Preisen für die Tickets.|I inquire about the prices for the tickets.
4275|das Format, -e|das|format|Du musst das Format der Bilder ändern, sonst kannst du sie mir nicht schicken.|You have to change the format of the pictures, otherwise you can’t send them to me.
4276|die Gasse, -n|die|alley|In Köln gibt es eine Altstadt mit vielen schmalen Gassen zwischen den Häusern.|In Cologne there is an old town with many narrow alleys between the houses.
4277|der Gesichtspunkt, -e|der|point of view|Unter diesen Gesichtspunkten beurteile ich das Thema noch einmal neu.|With this in mind, I reassess the subject once again.
4278|glänzend|adj|shiny, shining, brilliant|Alle ihre Freundinnen betrachten Marias neuen glänzenden Ring.|All her friends look at Maria’s new shiny ring.
4279|das Original, -e|das|original|Das Bild ist im Original zu teuer.|The picture is too expensive in the original.
4280|ÖVP (Österreichische Volkspartei)|die|ÖVP|Die ÖVP ist eine Partei in Österreich.|The ÖVP is a party in Austria.
4281|die Priorität, -en|die|priority|Wenn du zu viele Aufgaben hast, musst du Prioritäten setzen.|If you have too many tasks, you have to set priorities.
4282|der Stich, -e|der|bite, sting|Mancher Stich von Insekten tut sehr weh.|Some insect bites hurt a lot.
4283|die Variation, -en|die|kind, variation|Miriam verkauft in ihrem Laden Kuchen aller Variationen für Hochzeiten.|In her shop Miriam sells cakes of all kinds for weddings.
4284|der Wettkampf, -̈e|der|competition|Ich fahre jedes Wochenende zu den Wettkämpfen meines Sohnes.|I go to my son’s competitions every weekend.
4285|die Fremde|der|stranger|Manchmal kann ein Fremder auch ein Freund werden.|Sometimes a stranger can become a friend.
4286|haften, haftet, haftete, hat gehaftet|verb|to adhere, be liable|Wenn etwas kaputt geht, haften die Eltern für ihre Kinder.|If something breaks, the parents are liable for their children.
4287|horizontal|adj|horizontal|Die Linie verläuft horizontal zur Achse.|The line runs horizontally to the axis.
4288|irren (sich), irrt, irrte, hat geirrt|verb|to err, be wrong|Jeder Mensch irrt sich manchmal, auch wenn er denkt, er weiß es.|Everybody is sometimes wrong, even when they think they know it.
4289|kriminell|adj|criminal|Das ist ein Heim für kriminelle Jugendliche.|This is a home for criminal youth.
4290|verfallen, verfällt, verfiel, ist verfallen|verb|to decay, deteriorate, expire|In diesem Stadtteil verfallen die alten Häuser, weil niemand sie kauft.|In this part of town, the old houses decay because nobody buys them.
4291|vorzeitig|adj|early, premature|Martin geht vorzeitig in Rente und kümmert sich um seine Enkel.|Martin retires early and takes care of his grandchildren.
4292|ansiedeln, siedelt an, siedelte an, hat angesiedelt|verb|to settle, establish|Man versucht, in diesem Wald wieder verschiedene Arten von Tieren anzusiedeln.|One tries to reintroduce different kinds of animals in this forest.
4293|der Bewerber, -|der|applicant|Es gibt noch zwei weitere Bewerber, die den Job haben wollen.|There are two other applicants who want the job.
4294|die Breite, -n|die|width|Die Breite des Tisches beträgt zwei Meter und die Tiefe sechzig Zentimeter.|The width of the table is two meters and the depth is sixty centimeters.
4295|einsehen, sieht ein, sah ein, hat eingesehen|verb|to see, realize, look into|Philipp sieht ein, dass er sich falsch verhält und entschuldigt sich.|Philipp realizes that he’s behaving incorrectly and apologizes.
4296|die Epoche, -n|die|epoch|In der Geschichte wird die Zeit in Epochen eingeteilt.|In history, time is divided into epochs.
4297|die Explosion, -en|die|explosion|Das Feuer in der Fabrik löst eine Explosion aus.|The fire in the factory causes an explosion.
